namespace_prefix	namespace_name	repository	repository_url	confirmation_evidence	local_evidence_paths
inchikey	InChIKey	ntp-ld50-variability-rdf	https://github.com/biobricks-ai/ntp-ld50-variability-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/ntp-ld50-variability-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/ntp-ld50-variability-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/ntp-ld50-variability-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/ntp-ld50-variability-rdf/health/license-review.json
inchikey	InChIKey	zenodo-14409985-rdf	https://github.com/biobricks-ai/zenodo-14409985-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/zenodo-14409985-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/zenodo-14409985-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/zenodo-14409985-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/zenodo-14409985-rdf/health/build-status.json
inchikey	InChIKey	zenodo-14837026-rdf	https://github.com/biobricks-ai/zenodo-14837026-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/zenodo-14837026-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/zenodo-14837026-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/zenodo-14837026-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/zenodo-14837026-rdf/health/build-status.json
inchikey	InChIKey	zenodo-15065076-rdf	https://github.com/biobricks-ai/zenodo-15065076-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/kg/graphs/zenodo-15065076-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/zenodo-15065076-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/zenodo-15065076-rdf/stages/build.py;/home/insilica/git/com.toxindex/kg/graphs/zenodo-15065076-rdf/stages/__init__.py
inchikey	InChIKey	zenodo-efsa-priority-rdf	https://github.com/biobricks-ai/zenodo-efsa-priority-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/zenodo-efsa-priority-rdf/README.md;/home/insilica/git/com.toxindex/zenodo-efsa-priority-rdf/dvc.yaml;/home/insilica/git/com.toxindex/zenodo-efsa-priority-rdf/stages/convert.py;/home/insilica/git/com.toxindex/zenodo-efsa-priority-rdf/health/build-status.json
kaggle	Kaggle	bace-smiles-kaggle-bench	https://github.com/biobricks-ai/bace-smiles-kaggle-bench	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/bace-smiles-kaggle-bench/.bb/brick.jsonld;/mnt/raid2/biobricks/bace-smiles-kaggle-bench/.bb/source.jsonld;/mnt/raid2/biobricks/bace-smiles-kaggle-bench/dvc.yaml;/mnt/raid2/biobricks/bace-smiles-kaggle-bench/stages/01_download.py
kaggle	Kaggle	kaggle-bigquery-ebi-chembl	https://github.com/biobricks-ai/kaggle-bigquery-ebi-chembl	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/dvc.yaml;/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/stages/01_download.py;/mnt/raid2/biobricks/kaggle-bigquery-ebi-chembl/stages/02_build.py
kaggle	Kaggle	kaggle-chikonzeroselemani-smile-data	https://github.com/biobricks-ai/kaggle-chikonzeroselemani-smile-data	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/README.md;/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/dvc.yaml;/mnt/raid2/biobricks/kaggle-chikonzeroselemani-smile-data/stages/01_download.py
kaggle	Kaggle	kaggle-data-driven-insights-into-chem	https://github.com/biobricks-ai/kaggle-data-driven-insights-into-chem	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/README.md;/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/dvc.yaml;/mnt/raid2/biobricks/kaggle-data-driven-insights-into-chem/stages/01_download.py
kaggle	Kaggle	kaggle-divyansh22-drug-discovery-data	https://github.com/biobricks-ai/kaggle-divyansh22-drug-discovery-data	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/dvc.yaml;/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/stages/01_download.py;/mnt/raid2/biobricks/kaggle-divyansh22-drug-discovery-data/stages/02_build.py
kaggle	Kaggle	kaggle-epicskills-tox21-dataset	https://github.com/biobricks-ai/kaggle-epicskills-tox21-dataset	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/dvc.yaml;/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/stages/01_download.py;/mnt/raid2/biobricks/kaggle-epicskills-tox21-dataset/stages/02_build.py
kaggle	Kaggle	kaggle-fanconic-smiles-toxicity	https://github.com/biobricks-ai/kaggle-fanconic-smiles-toxicity	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/dvc.yaml;/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/stages/01_download.py;/mnt/raid2/biobricks/kaggle-fanconic-smiles-toxicity/stages/02_build.py
kaggle	Kaggle	kaggle-seddiktrk-melting-point-smiles	https://github.com/biobricks-ai/kaggle-seddiktrk-melting-point-smiles	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/dvc.yaml;/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/stages/01_download.py;/mnt/raid2/biobricks/kaggle-seddiktrk-melting-point-smiles/stages/02_build.py
kaggle	Kaggle	kaggle-the-toxicity-prediction-challe	https://github.com/biobricks-ai/kaggle-the-toxicity-prediction-challe	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/README.md;/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/dvc.yaml;/mnt/raid2/biobricks/kaggle-the-toxicity-prediction-challe/stages/01_download.py
kaggle	Kaggle	kaggle-toxicity-threshold-check-task	https://github.com/biobricks-ai/kaggle-toxicity-threshold-check-task	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/dvc.yaml;/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/stages/01_download.py;/mnt/raid2/biobricks/kaggle-toxicity-threshold-check-task/stages/02_build.py
kaggle	Kaggle	kaggle-vivek153-data-root	https://github.com/biobricks-ai/kaggle-vivek153-data-root	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/kaggle-vivek153-data-root/.bb/brick.jsonld;/mnt/raid2/biobricks/kaggle-vivek153-data-root/README.md;/mnt/raid2/biobricks/kaggle-vivek153-data-root/dvc.yaml;/mnt/raid2/biobricks/kaggle-vivek153-data-root/stages/01_download.py
kaggle	Kaggle	sider-smiles-kaggle-bench	https://github.com/biobricks-ai/sider-smiles-kaggle-bench	registry provider domain plus namespace-specific metadata token: www.kaggle.com; kaggle	/mnt/raid2/biobricks/sider-smiles-kaggle-bench/.bb/brick.jsonld;/mnt/raid2/biobricks/sider-smiles-kaggle-bench/.bb/source.jsonld;/mnt/raid2/biobricks/sider-smiles-kaggle-bench/dvc.yaml;/mnt/raid2/biobricks/sider-smiles-kaggle-bench/stages/01_download.py
mesh	MeSH	mesh-kg	https://github.com/biobricks-ai/mesh-kg	registry provider domain plus namespace-specific metadata token: www.nlm.nih.gov; mesh	/mnt/raid2/biobricks/mesh-kg/.bb/brick.jsonld;/mnt/raid2/biobricks/mesh-kg/README.md;/mnt/raid2/biobricks/mesh-kg/dvc.yaml;/mnt/raid2/biobricks/mesh-kg/stages/nt_to_parquet.py
mesh.2012	MeSH 2012	mesh-kg	https://github.com/biobricks-ai/mesh-kg	registry provider domain plus namespace-specific metadata token: www.nlm.nih.gov; mesh	/mnt/raid2/biobricks/mesh-kg/.bb/brick.jsonld;/mnt/raid2/biobricks/mesh-kg/README.md;/mnt/raid2/biobricks/mesh-kg/dvc.yaml;/mnt/raid2/biobricks/mesh-kg/stages/nt_to_parquet.py
mesh.2013	MeSH 2013	mesh-kg	https://github.com/biobricks-ai/mesh-kg	registry provider domain plus namespace-specific metadata token: www.nlm.nih.gov; mesh	/mnt/raid2/biobricks/mesh-kg/.bb/brick.jsonld;/mnt/raid2/biobricks/mesh-kg/README.md;/mnt/raid2/biobricks/mesh-kg/dvc.yaml;/mnt/raid2/biobricks/mesh-kg/stages/nt_to_parquet.py
mondo	Mondo Disease Ontology	geneontology	https://github.com/biobricks-ai/geneontology	registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
mw.project	Metabolomics Workbench Project	metabolomics-workbench-data	https://github.com/biobricks-ai/metabolomics-workbench-data	registry provider domain plus namespace-specific metadata token: www.metabolomicsworkbench.org; metabolomics	/mnt/raid2/biobricks/metabolomics-workbench-data/.bb/brick.jsonld;/mnt/raid2/biobricks/metabolomics-workbench-data/.bb/source.jsonld;/mnt/raid2/biobricks/metabolomics-workbench-data/dvc.yaml;/mnt/raid2/biobricks/metabolomics-workbench-data/stages/01_download.py
mw.study	Metabolomics Workbench Study	metabolomics-workbench-data	https://github.com/biobricks-ai/metabolomics-workbench-data	registry provider domain plus namespace-specific metadata token: www.metabolomicsworkbench.org; metabolomics	/mnt/raid2/biobricks/metabolomics-workbench-data/.bb/brick.jsonld;/mnt/raid2/biobricks/metabolomics-workbench-data/.bb/source.jsonld;/mnt/raid2/biobricks/metabolomics-workbench-data/dvc.yaml;/mnt/raid2/biobricks/metabolomics-workbench-data/stages/01_download.py
ncbigene	NCBI Gene	cyp-sites-of-metabolism-rdf	https://github.com/biobricks-ai/cyp-sites-of-metabolism-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/cyp-sites-of-metabolism-rdf/README.md;/home/insilica/git/com.toxindex/cyp-sites-of-metabolism-rdf/dvc.yaml;/home/insilica/git/com.toxindex/cyp-sites-of-metabolism-rdf/stages/convert.py;/home/insilica/git/com.toxindex/cyp-sites-of-metabolism-rdf/health/build-status.json
ncbigene	NCBI Gene	pubtator-rdf	https://github.com/biobricks-ai/pubtator-rdf	direct Identifiers.org namespace IRI in repository metadata/source	/home/insilica/git/com.toxindex/pubtator-rdf/README.md;/home/insilica/git/com.toxindex/pubtator-rdf/dvc.yaml;/home/insilica/git/com.toxindex/pubtator-rdf/stages/convert.py;/home/insilica/git/com.toxindex/pubtator-rdf/health/build-status.json
nmrshiftdb2	NMR Shift Database	nmrshiftdb2	https://github.com/biobricks-ai/nmrshiftdb2	registry provider domain plus namespace-specific metadata token: nmrshiftdb.nmr.uni-koeln.de; nmrshiftdb2	/mnt/raid2/biobricks/nmrshiftdb2/.bb/brick.jsonld;/mnt/raid2/biobricks/nmrshiftdb2/dvc.yaml;/mnt/raid2/biobricks/nmrshiftdb2/stages/01_download.py;/mnt/raid2/biobricks/nmrshiftdb2/stages/02_build.py
obi	Ontology for Biomedical Investigations	geneontology	https://github.com/biobricks-ai/geneontology	exact registry resource URL plus namespace-specific repository metadata: http://purl.obolibrary.org/obo|registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
paxdb.organism	PaxDb Organism	paxdb-protein-abundance	https://github.com/biobricks-ai/paxdb-protein-abundance	registry provider domain plus namespace-specific metadata token: pax-db.org; paxdb	/mnt/raid2/biobricks/paxdb-protein-abundance/.bb/brick.jsonld;/mnt/raid2/biobricks/paxdb-protein-abundance/dvc.yaml;/mnt/raid2/biobricks/paxdb-protein-abundance/stages/01_download.py;/mnt/raid2/biobricks/paxdb-protein-abundance/stages/02_build.py
paxdb.protein	PaxDb Protein	paxdb-protein-abundance	https://github.com/biobricks-ai/paxdb-protein-abundance	registry provider domain plus namespace-specific metadata token: pax-db.org; paxdb	/mnt/raid2/biobricks/paxdb-protein-abundance/.bb/brick.jsonld;/mnt/raid2/biobricks/paxdb-protein-abundance/dvc.yaml;/mnt/raid2/biobricks/paxdb-protein-abundance/stages/01_download.py;/mnt/raid2/biobricks/paxdb-protein-abundance/stages/02_build.py
pdb	Protein Data Bank	human-protein-pdb	https://github.com/biobricks-ai/human-protein-pdb	registry provider domain plus namespace-specific metadata token: www.rcsb.org; pdb	/mnt/raid2/biobricks/human-protein-pdb/README.md;/mnt/raid2/biobricks/human-protein-pdb/dvc.yaml;/mnt/raid2/biobricks/human-protein-pdb/src/pdb_to_uniprot.py;/mnt/raid2/biobricks/human-protein-pdb/src/get_missing_downloads.py
pdb.ligand	Protein Data Bank Ligand	human-protein-pdb	https://github.com/biobricks-ai/human-protein-pdb	registry provider domain plus namespace-specific metadata token: www.rcsb.org; pdb	/mnt/raid2/biobricks/human-protein-pdb/README.md;/mnt/raid2/biobricks/human-protein-pdb/dvc.yaml;/mnt/raid2/biobricks/human-protein-pdb/src/pdb_to_uniprot.py;/mnt/raid2/biobricks/human-protein-pdb/src/get_missing_downloads.py
pdb.ligand	Protein Data Bank Ligand	pdbbind-opt-rdf	https://github.com/biobricks-ai/pdbbind-opt-rdf	registry provider domain plus namespace-specific metadata token: www.rcsb.org; ligand	/mnt/raid2/biobricks/pdbbind-opt-rdf/dvc.yaml;/mnt/raid2/biobricks/pdbbind-opt-rdf/stages/01_convert_rdf.py
pdb.ligand	Protein Data Bank Ligand	plas-20k-rdf	https://github.com/biobricks-ai/plas-20k-rdf	registry provider domain plus namespace-specific metadata token: www.rcsb.org; ligand	/mnt/raid2/biobricks/plas-20k-rdf/dvc.yaml;/mnt/raid2/biobricks/plas-20k-rdf/stages/01_convert_rdf.py
pharmgkb.disease	PharmGKB Disease	pharmgkb	https://github.com/biobricks-ai/pharmgkb	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb/dvc.yaml;/mnt/raid2/biobricks/pharmgkb/stages/01_download.py
pharmgkb.disease	PharmGKB Disease	pharmgkb-pharmacogenomics-database-tsv	https://github.com/biobricks-ai/pharmgkb-pharmacogenomics-database-tsv	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/dvc.yaml;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/stages/01_download.py
pharmgkb.drug	PharmGKB Drug	pharmgkb	https://github.com/biobricks-ai/pharmgkb	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb/dvc.yaml;/mnt/raid2/biobricks/pharmgkb/stages/01_download.py
pharmgkb.drug	PharmGKB Drug	pharmgkb-pharmacogenomics-database-tsv	https://github.com/biobricks-ai/pharmgkb-pharmacogenomics-database-tsv	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/dvc.yaml;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/stages/01_download.py
pharmgkb.gene	PharmGKB Gene	pharmgkb	https://github.com/biobricks-ai/pharmgkb	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb/dvc.yaml;/mnt/raid2/biobricks/pharmgkb/stages/01_download.py
pharmgkb.gene	PharmGKB Gene	pharmgkb-pharmacogenomics-database-tsv	https://github.com/biobricks-ai/pharmgkb-pharmacogenomics-database-tsv	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/dvc.yaml;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/stages/01_download.py
pharmgkb.pathways	PharmGKB Pathways	pharmgkb	https://github.com/biobricks-ai/pharmgkb	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb/dvc.yaml;/mnt/raid2/biobricks/pharmgkb/stages/01_download.py
pharmgkb.pathways	PharmGKB Pathways	pharmgkb-pharmacogenomics-database-tsv	https://github.com/biobricks-ai/pharmgkb-pharmacogenomics-database-tsv	registry provider domain plus namespace-specific metadata token: www.pharmgkb.org; pharmgkb	/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/brick.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/.bb/source.jsonld;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/dvc.yaml;/mnt/raid2/biobricks/pharmgkb-pharmacogenomics-database-tsv/stages/01_download.py
phenolexplorer	Phenol-Explorer	phenol-explorer-db	https://github.com/biobricks-ai/phenol-explorer-db	registry provider domain plus namespace-specific metadata token: phenol-explorer.eu; explorer	/mnt/raid2/biobricks/phenol-explorer-db/.bb/brick.jsonld;/mnt/raid2/biobricks/phenol-explorer-db/dvc.yaml;/mnt/raid2/biobricks/phenol-explorer-db/stages/01_download.py;/mnt/raid2/biobricks/phenol-explorer-db/stages/02_build.py
pkdb	PK-DB	pkdb-clinical-pharmacokinetics	https://github.com/biobricks-ai/pkdb-clinical-pharmacokinetics	registry provider domain plus namespace-specific metadata token: pk-db.com; pkdb	/mnt/raid2/biobricks/pkdb-clinical-pharmacokinetics/.bb/source.jsonld;/mnt/raid2/biobricks/pkdb-clinical-pharmacokinetics/README.md;/mnt/raid2/biobricks/pkdb-clinical-pharmacokinetics/dvc.yaml;/mnt/raid2/biobricks/pkdb-clinical-pharmacokinetics/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	cosmetic-inci-glossary	https://github.com/biobricks-ai/cosmetic-inci-glossary	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/brick.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/source.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/dvc.yaml;/mnt/raid2/biobricks/cosmetic-inci-glossary/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	hsdb-pubchem	https://github.com/biobricks-ai/hsdb-pubchem	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem/.bb/brick.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/.bb/source.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	hsdb-pubchem-rdf	https://github.com/biobricks-ai/hsdb-pubchem-rdf	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem-rdf/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem-rdf/stages/01_convert_rdf.py
pubchem.bioassay	PubChem-bioassay	medium-downloading-pubchem-bioassays	https://github.com/biobricks-ai/medium-downloading-pubchem-bioassays	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/bioassay|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/.bb/brick.jsonld;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/README.md;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/dvc.yaml;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	nih-downloads-v2-pubchem-nih	https://github.com/biobricks-ai/nih-downloads-v2-pubchem-nih	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/nih-downloads-v2-pubchem-nih/.bb/brick.jsonld;/mnt/raid2/biobricks/nih-downloads-v2-pubchem-nih/dvc.yaml;/mnt/raid2/biobricks/nih-downloads-v2-pubchem-nih/stages/01_download.py;/mnt/raid2/biobricks/nih-downloads-v2-pubchem-nih/stages/03_bigquery.py
pubchem.bioassay	PubChem-bioassay	nih-pubchem-bioassays	https://github.com/biobricks-ai/nih-pubchem-bioassays	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/nih-pubchem-bioassays/.bb/brick.jsonld;/mnt/raid2/biobricks/nih-pubchem-bioassays/dvc.yaml;/mnt/raid2/biobricks/nih-pubchem-bioassays/stages/01_download.py;/mnt/raid2/biobricks/nih-pubchem-bioassays/stages/02_build.py
pubchem.bioassay	PubChem-bioassay	pdaa	https://github.com/biobricks-ai/pdaa	direct Identifiers.org namespace IRI in repository metadata/source	/mnt/raid2/biobricks/pdaa/README.md;/mnt/raid2/biobricks/pdaa/dvc.yaml;/mnt/raid2/biobricks/pdaa/stages/03_priority_phthalates.py;/mnt/raid2/biobricks/pdaa/stages/10_associate_properties_with_aopwiki.py
pubchem.bioassay	PubChem-bioassay	pubchem	https://github.com/biobricks-ai/pubchem	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/pubchem/README.md;/mnt/raid2/biobricks/pubchem/dvc.yaml;/mnt/raid2/biobricks/pubchem/src/0_install_dependencies.sh;/mnt/raid2/biobricks/pubchem/src/compound/2_build_compound.R
pubchem.bioassay	PubChem-bioassay	pubchem-annotations	https://github.com/biobricks-ai/pubchem-annotations	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/pubchem-annotations/.bb/source.jsonld;/mnt/raid2/biobricks/pubchem-annotations/README.md;/mnt/raid2/biobricks/pubchem-annotations/dvc.yaml;/mnt/raid2/biobricks/pubchem-annotations/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	pubchem-bioassay-summary	https://github.com/biobricks-ai/pubchem-bioassay-summary	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; bioassay	/mnt/raid2/biobricks/pubchem-bioassay-summary/.bb/brick.jsonld;/mnt/raid2/biobricks/pubchem-bioassay-summary/.bb/source.jsonld;/mnt/raid2/biobricks/pubchem-bioassay-summary/dvc.yaml;/mnt/raid2/biobricks/pubchem-bioassay-summary/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	pubchem-bioassays-rdf	https://github.com/biobricks-ai/pubchem-bioassays-rdf	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/bioassay|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/home/insilica/git/com.toxindex/kg/graphs/pubchem-bioassays-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/pubchem-bioassays-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/pubchem-bioassays-rdf/stages/convert.py;/home/insilica/git/com.toxindex/kg/graphs/pubchem-bioassays-rdf/health/build-status.json
pubchem.bioassay	PubChem-bioassay	pubchemrdf-kg	https://github.com/biobricks-ai/pubchemrdf-kg	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; bioassay	/mnt/raid2/biobricks/pubchemrdf-kg/README.md;/mnt/raid2/biobricks/pubchemrdf-kg/dvc.yaml
pubchem.compound	PubChem-compound	cosmetic-inci-glossary	https://github.com/biobricks-ai/cosmetic-inci-glossary	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/compound|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/brick.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/source.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/dvc.yaml;/mnt/raid2/biobricks/cosmetic-inci-glossary/stages/01_download.py
pubchem.compound	PubChem-compound	hsdb-pubchem	https://github.com/biobricks-ai/hsdb-pubchem	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem/.bb/brick.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/.bb/source.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem/stages/01_download.py
pubchem.compound	PubChem-compound	hsdb-pubchem-rdf	https://github.com/biobricks-ai/hsdb-pubchem-rdf	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/compound|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem-rdf/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem-rdf/stages/01_convert_rdf.py
